ticker,rows,headline_days,date_min,date_max,dev_rows,dev_headline_days
FSNN,129,99,2014-11-03,2019-04-23,129,99
GFIG,129,87,2009-09-28,2015-05-05,117,75
PPLT,129,115,2010-02-09,2019-10-29,81,74
ECTE,129,98,2011-06-28,2019-10-04,129,98
AKBA,129,67,2018-12-21,2020-06-10,93,56
TESO,129,93,2009-11-25,2017-12-07,114,80
TGE,128,93,2009-08-18,2020-04-17,116,83
PRCP,128,94,2009-08-17,2020-06-01,119,88
HYD,128,123,2009-11-18,2019-05-17,112,108
VRTV,128,82,2014-07-14,2020-06-08,108,68
GLAD,128,110,2010-10-28,2020-05-04,116,99
TLP,128,96,2009-08-13,2019-02-25,116,85
TRMK,128,107,2009-12-14,2020-05-14,102,85
PCMI,128,73,2013-03-15,2019-08-08,128,73
CPLA,128,84,2012-04-03,2018-07-25,128,84
XME,128,119,2009-10-26,2020-06-03,55,54
LEJU,127,59,2014-04-12,2020-01-28,127,59
NAVI,127,104,2009-08-18,2020-06-09,106,88
CBZ,127,100,2009-10-28,2020-05-06,119,93
TEAR,127,88,2010-11-11,2020-03-05,124,85
BVX,127,87,2010-05-12,2018-12-21,124,84
HASI,127,103,2013-04-04,2020-06-03,114,94
EMCI,127,86,2010-01-11,2019-08-08,122,81
EMB,127,120,2009-12-03,2019-11-22,110,104
LABL,126,80,2010-05-20,2019-02-27,122,76
LEE,126,101,2009-08-10,2020-05-18,111,88
LUX,126,94,2009-11-18,2018-03-01,110,80
BBSI,126,94,2010-04-28,2020-05-05,113,83
LPTH,126,94,2009-08-17,2020-05-11,107,78
EIA,126,109,2009-08-12,2018-10-12,35,35
LCUT,126,95,2010-01-27,2020-05-21,111,84
HPJ,126,85,2009-08-10,2019-10-30,123,82
APL,126,94,2010-03-25,2016-10-11,107,77
SUSQ,126,85,2010-03-08,2015-07-15,110,72
ROYL,126,101,2010-06-16,2019-12-20,116,94
NOA,126,109,2009-08-07,2020-05-08,103,87
CKP,126,87,2010-02-23,2016-05-10,103,69
CNTF,126,85,2009-08-17,2019-09-13,115,78
GBCI,126,110,2009-08-17,2020-06-08,108,92
OTTR,125,84,2010-04-05,2020-03-17,117,78
LYTS,125,99,2010-08-19,2020-04-24,108,89
PCTY,125,86,2014-04-14,2020-05-22,109,77
FELP,125,82,2014-06-09,2019-11-08,125,82
GIG,125,70,2012-05-01,2019-11-25,125,70
ISNS,125,90,2010-02-08,2020-06-02,118,83
WLDN,125,96,2010-11-11,2020-05-07,110,83
EBR,125,101,2009-08-07,2020-06-08,101,80
PATK,124,110,2010-08-02,2020-06-10,107,95
ELON,124,86,2009-08-10,2018-09-14,92,61
AMBA,124,84,2014-01-10,2020-06-03,113,77
URG,124,92,2009-08-10,2020-03-30,114,82
TENX,124,68,2015-06-16,2020-06-08,97,56
HSKA,124,83,2010-05-06,2020-05-07,117,77
GNVC,124,80,2010-01-19,2017-01-31,106,66
BAK,124,94,2009-12-09,2020-05-13,90,61
FEIC,124,79,2010-10-01,2016-09-21,121,76
CAS,124,93,2009-08-16,2016-12-06,115,84
OPXA,124,84,2009-09-23,2017-07-03,112,75
BTN,124,111,2010-03-25,2020-05-22,107,96
MBLX,124,85,2010-03-19,2017-01-03,110,74
PNNT,124,102,2009-12-22,2020-05-28,107,85
BSQR,123,100,2010-06-03,2020-06-02,112,90
TVIX,123,106,2011-06-09,2020-03-18,122,105
LMOS,123,85,2011-11-01,2017-11-21,123,85
THR,123,85,2011-06-14,2020-06-11,112,77
NEWM,123,92,2014-03-07,2019-11-19,123,92
CYBE,123,85,2010-07-28,2020-06-09,107,70
LPG,123,95,2014-05-07,2020-05-29,111,88
TIGR,122,76,2010-12-07,2020-05-29,108,66
DFRG,122,83,2012-07-20,2019-09-04,122,83
NMIH,122,85,2013-11-08,2020-06-09,94,70
AVL,122,89,2011-01-04,2015-09-02,109,79
AGX,122,98,2009-08-07,2020-06-09,109,87
PFSI,122,101,2013-05-09,2020-05-20,110,91
ICD,122,84,2014-07-31,2020-06-11,78,60
ASC,122,94,2013-08-14,2020-05-27,112,87
MNTX,122,101,2010-08-11,2020-05-27,110,90
CMCM,122,72,2014-05-12,2020-06-10,115,69
INCR,122,67,2014-10-27,2018-01-03,122,67
EMMS,122,88,2010-03-03,2020-04-27,105,76
CTRX,122,70,2012-07-12,2015-09-09,122,70
VLRS,122,105,2013-09-18,2020-06-11,109,92
SMPL,122,74,2014-09-29,2020-05-02,101,62
ININ,122,73,2009-10-13,2016-12-02,103,61
KTCC,122,75,2010-01-27,2020-04-30,107,63
FORD,122,86,2009-09-01,2020-05-22,115,79
MTLS,122,99,2014-06-12,2020-05-27,109,89
KOF,122,99,2010-02-10,2020-03-23,108,86
EXAR,121,80,2009-09-21,2017-05-09,111,71
NOR,121,88,2010-06-23,2015-11-27,98,71
TARO,121,97,2012-04-05,2020-06-10,107,86
EWH,121,113,2009-08-17,2020-05-25,70,66
DRAM,121,99,2009-08-17,2017-07-06,101,81
RNF,121,95,2011-10-26,2016-03-28,121,95
RCKY,121,101,2009-11-02,2020-04-28,109,90
FATE,121,97,2013-10-01,2020-06-09,104,84
PTRY,121,78,2009-12-02,2015-02-10,104,64
DTLK,121,77,2009-10-15,2017-01-06,112,70
TRAK,121,74,2010-02-11,2015-10-01,110,65
SAPE,121,74,2009-08-14,2016-07-14,104,58
MCC,121,94,2011-01-20,2020-05-12,113,86
SDY,121,117,2009-11-11,2020-03-24,112,108
LMIA,120,75,2010-03-30,2017-06-08,115,70
EVGN,120,97,2013-11-06,2020-06-08,109,88
RELL,120,86,2010-04-19,2020-04-08,107,76
OPY,120,102,2009-08-25,2020-06-01,86,78
TVPT,120,67,2014-09-25,2019-05-21,120,67
KTWO,120,79,2014-09-02,2018-11-08,120,79
WSBC,120,105,2009-11-10,2020-05-14,104,90
GBSN,120,83,2014-08-08,2017-06-01,120,83
VTAE,120,54,2014-09-08,2016-10-17,120,54
ORB,119,77,2009-12-14,2015-07-01,102,62
TTGT,119,89,2010-10-13,2020-05-07,110,80
UBSH,119,93,2010-06-10,2019-05-03,114,88
AAON,119,98,2009-08-10,2020-05-15,97,79
UFI,119,98,2010-06-15,2020-05-08,99,80
GBDC,119,100,2010-05-25,2020-05-13,103,85
LRAD,119,105,2010-09-29,2019-10-10,117,104
BMA,119,96,2010-04-21,2020-06-09,97,77
CVCO,119,96,2010-05-03,2020-05-26,106,85
LLEX,119,92,2014-03-31,2020-04-24,111,86
LDL,118,104,2009-08-13,2020-05-14,96,85
OEC,118,86,2014-07-21,2020-05-28,108,77
KBE,118,106,2009-11-06,2019-10-05,58,53
AST,118,93,2014-10-20,2019-01-24,118,93
HI,118,93,2009-08-12,2020-05-06,103,79
RM,118,86,2012-03-28,2020-05-18,105,75
HCI,118,92,2012-12-03,2020-06-01,111,86
HRTX,118,91,2014-03-31,2020-06-04,113,87
DYNT,118,92,2010-01-14,2020-06-08,78,66
UCBI,117,104,2009-09-25,2020-06-03,105,92
TEP,117,93,2013-06-10,2018-06-26,117,93
FREE,117,93,2009-08-10,2016-01-14,72,62
TIK,117,77,2010-05-05,2019-03-11,114,74
NC,117,92,2009-08-07,2020-05-07,83,73
TBK,117,87,2014-09-19,2020-06-02,104,78
ADVS,117,72,2009-08-18,2015-05-18,96,53
BIOD,117,87,2009-12-10,2016-10-24,94,72
DEM,117,112,2010-03-29,2020-04-22,109,104
OPB,117,75,2014-04-16,2020-05-27,110,69
DTO,117,109,2009-10-21,2013-09-03,49,49
ECR,117,82,2014-06-09,2019-02-11,117,82
EPHE,116,111,2010-11-29,2019-05-31,112,107
FWP,116,69,2014-08-11,2020-05-15,103,63
QTWO,116,83,2014-03-19,2020-05-22,104,72
ASMB,116,81,2015-03-19,2020-05-27,113,78
SCO,116,107,2009-08-17,2017-07-10,32,30
AHGP,116,87,2009-12-23,2018-04-30,98,71
EPV,116,105,2009-11-20,2016-07-26,91,81
IDSY,116,101,2009-09-10,2019-09-24,112,97
SPRT,116,90,2010-12-17,2020-03-18,114,88
DLA,116,82,2009-08-07,2020-05-28,99,65
ALG,116,100,2010-01-12,2020-06-09,105,90
EXA,116,47,2012-06-28,2017-10-12,116,47
GTI,116,78,2010-02-24,2015-07-29,103,67
ASCMA,116,93,2010-12-03,2019-07-01,112,90
EBF,116,96,2010-06-02,2020-04-20,100,80
YUME,115,68,2013-07-02,2018-01-11,115,68
ELOS,115,91,2009-08-13,2017-06-15,99,78
PSG,115,58,2014-08-19,2017-01-27,115,58
LEU,115,96,2014-10-01,2020-05-15,112,93
BCPC,115,96,2010-03-03,2020-05-04,107,88
CIB,115,94,2009-08-07,2020-03-26,88,71
MGEE,115,110,2010-10-19,2020-05-13,101,96
TWIN,115,87,2010-10-19,2020-05-01,101,77
UBSI,115,100,2009-11-24,2020-06-10,84,71
ROIC,115,99,2011-01-12,2020-06-05,91,76
STBA,115,101,2010-01-27,2020-06-01,98,86
PME,115,90,2014-09-03,2020-05-11,113,88
SIMG,115,65,2009-09-29,2015-03-23,94,55
ENVA,115,73,2015-03-26,2020-05-14,98,61
EGBN,115,82,2009-09-10,2020-04-22,99,67
FLXN,115,96,2014-01-08,2020-05-27,102,85
CVBF,115,97,2009-08-17,2020-05-27,85,70
ASB,115,96,2009-08-03,2020-06-05,92,73
SPH,115,101,2009-12-28,2020-05-29,94,81
ACRE,114,91,2012-04-26,2020-05-08,97,78
KBSF,114,68,2016-05-02,2020-04-21,111,66
CMD,114,71,2010-03-05,2020-06-04,86,53
KGJI,114,92,2010-08-03,2020-06-01,106,84
GMT,114,90,2009-08-17,2016-05-23,83,61
AETI,114,75,2010-04-27,2019-07-24,113,74
CDI,114,86,2009-08-07,2017-09-12,91,68
SCTY,114,81,2012-11-27,2016-11-16,114,81
NTIC,113,57,2010-07-20,2020-04-23,103,50
BPFH,113,93,2009-08-10,2020-05-01,78,63
CSS,113,77,2009-08-19,2020-01-22,106,70
BASI,113,92,2009-08-10,2020-05-14,103,84
GUID,113,73,2009-08-17,2017-09-07,107,68
PGRE,113,83,2014-08-27,2020-06-11,93,64
IRF,113,73,2009-12-11,2015-01-08,86,54
VVI,113,88,2010-12-02,2020-05-27,90,68
IMNP,112,85,2014-09-08,2018-07-27,112,85
CRAI,112,74,2010-01-15,2020-04-30,81,56
KMPR,112,88,2011-09-14,2020-05-07,104,81
ESRT,112,95,2013-10-01,2020-06-10,91,76
ARTNA,112,98,2010-04-12,2020-03-12,105,91
PRPH,112,89,2011-07-05,2020-05-27,107,84
NEP,112,101,2010-01-20,2020-04-23,93,84
IMI,112,72,2011-11-18,2019-08-08,112,72
SIGI,112,92,2010-01-11,2020-05-14,95,77
ANAD,112,74,2009-10-20,2017-04-11,97,61
GAIA,112,89,2010-10-18,2020-06-10,100,79
ARCW,112,89,2011-05-31,2020-03-23,110,87
FSP,111,80,2009-09-18,2020-06-02,103,72
IEC,111,89,2009-08-14,2020-06-05,96,76
ITRN,111,79,2010-03-01,2020-05-13,94,68
NTI,111,67,2012-07-26,2016-07-14,111,67
CTG,111,67,2013-07-22,2020-04-21,108,65
HACK,111,92,2014-12-29,2019-12-27,111,92
BKCC,111,91,2009-10-26,2020-05-15,78,63
STAR,111,92,2009-08-07,2020-06-03,89,72
FF,111,85,2009-08-07,2020-06-05,100,75
VSEC,111,110,2009-08-31,2020-05-27,100,99
ICCC,111,84,2009-09-30,2020-05-14,98,71
SFE,111,97,2009-11-04,2020-04-06,96,84
GTY,111,88,2010-06-18,2020-06-08,96,74
AP,110,99,2011-05-03,2020-05-06,100,91
ONP,110,89,2010-04-13,2018-08-01,86,71
CENX,110,77,2018-05-30,2020-06-05,89,60
SYX,110,86,2009-08-07,2020-03-31,99,75
TACT,110,94,2009-11-03,2020-06-10,94,79
FLL,110,86,2010-02-18,2020-05-27,98,77
RIBT,110,89,2014-06-04,2020-05-05,104,84
CXP,110,91,2013-10-10,2020-06-03,99,80
CJJD,110,81,2010-11-26,2020-06-05,90,67
VECO,110,63,2017-08-03,2020-06-05,94,52
GXG,110,101,2011-05-17,2019-08-26,110,101
O,110,84,2018-10-31,2020-06-11,59,47
RAS,110,93,2011-04-12,2018-05-11,110,93
ATNI,110,95,2010-01-15,2020-05-01,90,76
ABM,110,56,2017-09-07,2020-05-27,96,46
FANG,110,73,2019-05-08,2020-06-10,72,52
AGG,110,106,2009-12-16,2020-05-13,97,93
PRSS,110,75,2012-03-29,2018-10-01,110,75
AEHR,110,64,2017-01-05,2020-05-19,104,58
EMAN,109,80,2011-03-16,2020-05-15,99,74
ENG,109,86,2010-05-19,2020-03-26,106,83
KOSS,109,86,2009-12-02,2020-05-07,97,75
LOCM,109,83,2010-06-02,2015-06-24,86,65
FFIN,109,104,2010-02-02,2020-05-05,102,98
SMIT,109,73,2011-01-11,2020-04-14,107,71
BERY,109,82,2012-11-12,2020-05-05,97,71
COLB,109,85,2011-06-03,2020-05-14,104,80
JOUT,109,74,2010-12-03,2020-05-05,105,70
SKIS,109,59,2014-11-10,2019-09-25,109,59
SERV,109,70,2010-08-30,2020-06-11,87,57
UUUU,109,81,2013-12-02,2020-05-20,104,76
SCOK,109,75,2010-03-05,2015-07-13,81,58
MY,109,84,2010-10-01,2016-06-06,96,76
TBBK,109,88,2009-12-08,2020-04-30,99,79
EVLV,109,69,2014-12-22,2019-07-16,109,69
SOHO,109,88,2013-09-18,2020-06-09,90,74
JCS,109,99,2010-09-02,2020-05-29,100,92
JJG,109,63,2010-05-24,2020-05-05,89,45
AGII,108,85,2010-01-11,2018-04-23,97,75
VTI,108,101,2009-08-13,2020-05-13,90,83
PDFS,108,91,2010-02-05,2020-05-07,104,87
NWPX,108,93,2009-09-22,2020-05-07,100,85
SNAK,108,72,2011-02-11,2017-11-07,107,71
EVOL,108,89,2009-08-17,2020-05-18,103,84
HMN,108,93,2009-09-11,2020-05-14,93,78
FMX,108,92,2010-01-11,2020-04-30,83,70
COSI,108,86,2009-08-10,2016-10-11,102,80
SUPN,108,79,2012-06-29,2020-05-12,104,75
UMBF,108,83,2010-09-02,2020-05-13,98,73
UTL,108,93,2010-04-14,2020-05-06,92,79
USEG,108,95,2010-09-01,2020-06-08,93,81
SALM,108,98,2009-11-17,2020-06-01,99,91
WMK,108,98,2010-03-12,2020-05-11,88,80
XENT,107,65,2014-07-14,2020-06-09,98,60
OGS,107,75,2015-01-20,2020-05-15,96,65
PER,107,65,2009-08-06,2020-04-23,64,47
BBGI,107,83,2010-03-05,2020-03-23,102,78
ERIE,107,99,2009-12-30,2020-05-07,90,83
RTI,107,73,2009-08-14,2017-04-20,90,57
SMTX,107,88,2010-03-11,2020-05-06,93,76
SAAS,107,72,2009-08-13,2016-08-04,100,65
TWER,107,77,2010-08-21,2019-02-25,101,71
SALT,107,90,2014-01-06,2020-06-09,101,86
SPNS,107,82,2009-09-09,2020-06-04,98,76
GOV,107,89,2010-01-14,2018-12-17,98,81
UVV,107,88,2010-01-13,2020-05-27,84,66
CYRN,107,75,2014-02-24,2020-05-21,98,69
QBAK,107,90,2010-09-23,2020-05-07,94,81
ZINC,107,76,2009-08-14,2016-02-02,95,65
EVI,107,88,2010-09-24,2020-05-11,103,84
EEV,107,104,2009-08-13,2015-09-11,73,72
WBK,106,96,2010-03-08,2020-04-13,77,70
LG,106,82,2009-08-07,2016-04-26,90,68
YY,106,81,2012-11-21,2020-05-21,100,77
TICC,106,91,2010-03-11,2018-03-20,100,86
TEO,106,73,2010-06-03,2020-05-04,94,61
FBR,106,88,2009-09-03,2018-03-19,89,72
CNIT,106,87,2011-03-08,2018-05-29,106,87
INS,106,92,2009-08-17,2020-05-05,101,87
BBX,106,94,2010-06-02,2020-05-13,80,71
GRC,106,84,2009-08-10,2020-04-23,80,64
AQXP,106,62,2015-09-22,2019-08-09,106,62
NEO,106,77,2012-12-17,2020-04-29,95,70
IMO,106,84,2009-09-17,2020-05-01,94,73
PPBI,106,86,2010-02-02,2020-04-29,96,77
PRSC,106,91,2009-10-20,2020-05-28,88,76
GFA,106,98,2009-09-02,2018-01-18,56,51
EWM,106,102,2009-11-12,2019-02-26,82,79
BPT,106,86,2010-07-14,2020-04-07,90,72
GSI,106,81,2009-08-17,2017-06-26,76,54
EAC,105,74,2009-11-02,2016-11-09,101,71
BH,105,87,2010-07-02,2020-03-23,76,66
NWBI,105,91,2010-07-27,2020-05-14,91,78
AHH,105,79,2013-06-03,2020-06-01,88,66
PHMD,105,69,2010-03-15,2017-09-14,103,67
HFWA,105,84,2009-09-17,2020-05-14,83,65
CCM,105,80,2010-09-10,2020-01-27,99,75
RGCO,105,87,2010-09-30,2020-05-14,96,79
DW,105,89,2010-02-22,2016-11-17,84,72
ATTU,105,74,2014-12-02,2019-04-08,105,74
DRII,105,58,2013-07-09,2016-08-16,105,58
IOSP,105,78,2009-10-30,2020-05-05,100,73
URA,105,97,2010-11-08,2017-12-04,81,75
MBWM,104,67,2011-01-20,2020-04-21,97,60
ASFI,104,83,2009-12-16,2020-06-01,88,71
DARA,104,79,2009-09-16,2015-12-02,91,70
RTK,104,88,2009-08-17,2017-08-10,94,79
BRKL,104,88,2010-04-01,2020-05-14,85,71
IEF,104,102,2009-08-17,2020-03-03,81,80
TXTR,104,56,2013-06-07,2016-06-01,104,56
CLIR,104,84,2012-09-27,2020-06-04,99,80
NNI,104,90,2009-08-10,2020-05-12,78,67
MHGC,104,83,2009-08-17,2016-11-10,80,64
MSTX,104,69,2013-06-05,2017-04-20,104,69
AVX,104,82,2009-11-17,2020-02-25,88,71
XTLB,104,76,2011-06-01,2020-03-19,96,70
USTR,104,83,2010-07-29,2015-05-06,94,75
LBAI,104,91,2010-06-24,2020-05-01,94,82
QID,103,95,2009-07-24,2020-02-13,65,61
LXFR,103,75,2012-10-03,2020-04-27,96,69
DSCI,103,65,2011-02-28,2017-02-23,102,64
TIP,103,97,2009-08-17,2019-06-20,65,62
GLRE,103,86,2010-04-15,2020-06-02,90,74
NEU,103,85,2009-10-08,2020-04-22,89,71
CDW,103,83,2013-06-14,2020-06-09,85,73
TAX,103,70,2012-09-21,2018-08-02,103,70
QLTY,103,73,2009-10-12,2015-08-18,91,63
TRK,103,68,2009-11-06,2019-08-26,97,62
CMN,103,70,2009-10-04,2016-11-16,86,57
WSFS,102,83,2009-11-30,2020-04-29,89,71
MLAB,102,82,2010-10-11,2020-06-10,92,74
CACH,102,62,2010-01-12,2015-02-04,92,54
TMV,102,96,2009-12-03,2019-09-11,47,46
EPE,102,80,2010-01-08,2019-05-08,91,72
STC,102,83,2009-07-08,2020-04-24,88,72
SMED,102,84,2009-12-07,2020-04-29,85,69
HGR,102,75,2010-08-02,2016-02-26,83,61
BANC,102,89,2011-09-28,2020-05-26,96,83
OCFC,102,82,2009-12-17,2020-05-04,88,68
IVV,102,102,2009-09-03,2020-05-13,85,85
HUSA,101,61,2010-02-17,2020-03-20,90,53
EIG,101,85,2010-01-11,2020-06-09,64,57
DDC,101,58,2013-04-04,2017-09-06,101,58
NWBO,101,77,2011-03-16,2020-03-24,100,76
CHFC,101,75,2010-08-12,2019-07-24,100,74
DCM,101,84,2009-08-10,2018-01-22,84,67
IMKTA,101,90,2010-03-12,2020-05-07,92,81
AMBR,101,49,2014-03-05,2019-07-02,101,49
MAG,101,89,2009-08-12,2020-04-28,79,70
MGIC,101,83,2009-08-07,2020-05-26,64,55
PBPB,101,68,2013-10-02,2020-06-04,95,62
OXFD,101,66,2013-11-22,2020-06-05,86,55
GVP,101,85,2009-10-29,2020-06-05,91,75
NMR,101,84,2009-09-24,2020-04-16,88,71
MTGE,101,69,2011-08-03,2018-08-21,101,69
GB,101,72,2009-08-18,2020-04-07,82,57
SYMX,101,78,2010-06-03,2017-11-30,98,76
TKAI,101,51,2014-09-15,2017-05-10,101,51
PFBC,101,88,2009-09-01,2020-06-04,87,75
UFCS,100,81,2010-07-26,2020-05-14,86,70
CASM,100,78,2009-08-16,2019-02-13,85,65
LONG,100,59,2009-08-06,2016-03-16,71,40
RMCF,100,84,2010-04-21,2020-06-09,85,69
NYRT,100,70,2014-04-15,2018-10-30,100,70
LDR,100,69,2009-12-01,2017-10-12,91,62
BSI,100,66,2009-09-08,2016-08-10,92,58
PMD,100,83,2010-09-24,2020-05-13,86,70
XRS,100,70,2010-12-21,2016-11-14,93,65
FIBK,100,91,2010-10-05,2020-04-30,93,84
RGLS,100,82,2012-11-29,2020-05-14,96,78
ACU,100,79,2009-08-14,2020-04-17,89,69
CARV,99,61,2010-05-24,2020-03-10,94,56
NDLS,99,68,2013-06-27,2020-05-07,91,61
AWX,99,49,2012-03-17,2020-05-14,97,47
BSTC,99,90,2010-10-12,2020-05-29,91,83
NGHC,99,71,2014-03-24,2020-04-29,89,62
WSTC,99,59,2013-03-11,2017-08-03,99,59
OBCI,99,72,2009-08-14,2020-05-27,75,54
NXTD,99,80,2014-04-09,2020-06-10,97,78
NTT,99,84,2010-01-26,2017-02-10,80,66
NEWP,98,68,2009-12-11,2016-10-13,84,57
DMRC,98,76,2010-09-21,2020-06-09,80,64
GPRK,98,79,2014-01-21,2020-05-28,85,70
SYPR,98,72,2010-05-20,2020-05-20,86,62
TCPC,98,79,2012-04-04,2020-05-15,86,67
ABTL,98,72,2010-06-27,2017-10-09,92,66
BMRC,98,71,2010-07-20,2020-04-20,83,60
RNDY,98,53,2012-02-08,2016-07-13,98,53
CHMI,98,75,2013-09-26,2020-05-13,73,58
RNA,98,43,2013-07-23,2015-01-30,98,43
NYNY,98,77,2010-03-08,2019-11-08,91,71
PPSI,98,65,2013-09-25,2020-03-23,95,62
CBRX,98,63,2010-03-21,2016-03-24,92,57
BTG,98,81,2013-06-28,2020-04-01,91,75
PEGI,98,77,2013-09-27,2020-03-03,96,75
REX,97,70,2011-06-01,2020-05-28,90,64
SFNC,97,87,2010-11-30,2020-05-14,89,79
CCG,97,67,2011-04-15,2016-01-26,97,67
EPIQ,97,68,2010-04-05,2016-09-28,90,62
IQNT,97,65,2012-03-12,2016-11-08,97,65
GCA,97,68,2009-08-10,2015-08-19,79,52
MRKT,97,50,2014-06-16,2016-07-15,97,50
RSTI,97,65,2009-11-25,2016-06-30,86,54
TCX,97,77,2009-10-08,2020-05-07,87,68
INTL,97,88,2010-05-12,2020-06-08,91,82
NYCB,97,83,2013-01-10,2020-06-08,84,72
HBNC,97,87,2010-04-08,2020-05-12,84,75
TPLM,97,75,2010-12-31,2016-06-30,94,73
BAP,97,80,2009-11-04,2020-06-09,76,59
BKEP,97,83,2011-01-18,2020-05-06,93,80
LODE,97,84,2010-11-15,2020-05-07,88,78
AMTX,97,65,2014-07-07,2020-05-14,87,57
IMN,97,80,2010-01-21,2017-02-10,84,69
GNCMA,97,84,2010-03-17,2017-12-26,94,81
PESI,97,87,2010-11-05,2020-05-12,94,84
RGP,97,76,2011-10-06,2020-06-08,92,71
GXC,96,91,2010-05-10,2019-04-29,72,67
CCUR,96,82,2010-04-27,2020-03-24,87,75
HDY,96,67,2009-08-17,2014-05-16,83,55
OXLC,96,84,2011-01-20,2020-06-08,62,55
PSXP,96,86,2013-03-27,2020-05-11,85,76
AEY,96,68,2010-05-11,2020-06-10,77,54
NTIP,96,82,2014-11-14,2020-05-19,90,77
WABC,96,85,2009-10-29,2020-03-12,77,67
CARZ,96,77,2011-05-12,2020-04-29,95,76
CKH,96,87,2010-02-19,2020-04-30,79,72
WMC,96,74,2011-12-12,2020-06-04,92,70
IESC,96,80,2010-01-15,2020-05-05,92,76
MPX,95,76,2009-08-13,2020-04-30,80,62
SBCF,95,78,2009-12-01,2020-04-30,84,67
AFH,95,65,2013-02-12,2020-06-05,92,62
SRLP,95,73,2013-10-25,2020-06-04,85,67
SRT,95,86,2010-08-11,2020-06-10,81,74
BORN,95,80,2010-10-11,2019-06-07,84,69
FRME,95,83,2009-12-31,2020-05-14,79,68
NTN,95,85,2010-11-11,2020-05-19,90,80
MUB,95,91,2010-02-08,2020-05-16,64,64
NAO,95,68,2014-06-02,2019-06-06,95,68
NEWS,95,73,2009-08-07,2017-12-21,62,57
PARR,95,75,2014-12-30,2020-05-19,82,63
ADK,95,79,2010-08-26,2017-09-20,93,77
CRWS,95,68,2011-01-06,2020-06-10,89,66
MLP,95,89,2009-08-13,2020-03-12,38,37
FFG,95,86,2009-08-28,2020-05-07,80,72
LPHI,94,70,2009-10-22,2015-01-20,61,42
PBFX,94,75,2014-04-03,2020-05-22,68,55
KYN,94,83,2010-01-14,2020-06-11,70,61
DEG,94,68,2009-11-27,2017-03-23,77,54
DUST,94,89,2011-08-24,2020-03-27,91,86
TSRI,94,71,2010-11-29,2020-05-15,90,67
LOV,94,81,2010-12-20,2020-06-04,88,75
EDN,94,64,2010-10-27,2020-01-17,92,63
GRBK,93,71,2014-10-31,2020-05-19,86,65
WTM,93,86,2009-08-17,2020-03-23,79,72
DATE,93,55,2011-05-11,2016-03-21,93,55
SQI,93,63,2010-11-03,2016-08-18,89,59
BIOA,93,64,2013-06-11,2018-05-08,93,64
FRP,93,63,2009-09-28,2017-06-28,91,61
QVCA,93,69,2014-10-20,2018-03-02,93,69
ABGB,93,58,2013-10-17,2016-04-06,93,58
EGAS,93,72,2010-09-16,2017-08-02,85,65
MLNK,93,67,2010-01-27,2017-12-18,84,61
STFC,93,79,2009-12-24,2020-05-14,78,65
AGM,93,85,2009-08-14,2020-05-11,78,71
ODC,93,73,2010-10-12,2020-06-09,85,66
PROV,93,76,2009-11-06,2020-05-05,83,69
WAVX,93,73,2009-08-10,2016-02-01,84,66
PEBO,93,78,2010-10-26,2020-04-21,82,69
AIQ,93,74,2010-07-12,2018-05-16,75,59
NORW,93,68,2010-11-10,2020-05-08,79,55
CMRX,93,78,2013-04-01,2020-05-07,88,75
ATTO,93,72,2014-08-06,2020-05-21,84,63
ACMP,93,66,2012-08-09,2015-01-26,93,66
UHT,92,87,2010-03-22,2020-06-09,82,77
WSTL,92,74,2010-05-18,2020-03-18,86,70
GSB,92,73,2010-03-30,2020-04-29,80,63
MWIV,92,62,2009-12-07,2015-02-25,75,49
PFIE,92,69,2014-06-19,2020-05-06,89,66
MIXT,92,66,2013-08-09,2020-05-29,85,62
SQQQ,92,88,2010-08-13,2019-10-16,78,74
SKM,92,77,2009-12-11,2020-03-23,74,61
DOC,92,79,2013-08-13,2020-06-01,74,63
CHCO,92,80,2010-02-09,2020-05-14,75,66
WIRE,92,82,2009-08-07,2020-04-30,75,65
DYSL,92,73,2010-10-06,2019-08-19,87,68
JYNT,92,67,2014-10-22,2020-05-07,84,61
FNHC,92,74,2013-03-13,2020-05-05,85,67
HMLP,92,62,2014-08-04,2020-05-28,81,53
BSDM,92,78,2009-09-22,2015-04-02,69,58
DAIO,92,73,2010-02-01,2020-04-30,85,66
QADA,92,59,2011-06-09,2020-05-28,81,53
NSSC,92,70,2010-09-28,2020-05-06,80,60
IPDN,92,77,2013-03-05,2020-04-27,90,75
NSAM,92,58,2014-07-08,2019-09-19,92,58
DWSN,91,70,2010-06-03,2020-05-07,79,61
MGRC,91,75,2010-05-05,2020-04-29,77,61
NTLS,91,67,2010-02-26,2016-08-08,83,59
LORL,91,73,2010-07-15,2020-06-08,63,53
DVY,91,87,2009-12-07,2019-08-28,59,56
MVC,91,81,2009-09-08,2020-03-24,83,73
GY,91,74,2009-12-15,2017-03-07,85,68
CPF,91,80,2009-08-17,2020-05-14,68,59
FDUS,91,71,2011-08-04,2020-05-04,76,61
CTIB,91,66,2010-10-18,2020-01-08,88,65
SSB,91,71,2014-07-29,2020-05-14,80,61
CVV,91,81,2009-08-10,2020-05-14,84,74
SSTK,91,64,2012-10-11,2020-04-29,88,62
SIR,91,74,2012-03-07,2018-12-28,91,74
ALDX,90,46,2019-06-04,2020-06-04,49,25
LBIX,90,53,2009-09-24,2018-07-24,83,47
